N°	Client	Type	ERP	Effectif	Avocats_Associes	Avocats_Collaborateurs	Secretaires	Assistants_Juridiques	Juristes	Informatique	RH	Communication	Documentation	Comptabilite	Departement
569	FONTAINE & SIMON TORNAY	Client	AIR	7	2	2	1	0	0	0	0	2	0	0	38
570	DUBOIS CONSEIL BALESMES	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
571	MOREAU EXPERTISE COIFFY	Prospect	AvocatOnline	4	2	2	0	0	0	0	0	0	0	0	75
572	BERNARD LEGAL CHOIGNES	Prospect	AvocatOnline	50	8	8	18	9	3	0	1	1	1	1	75
573	VINCENT AVOCAT COHONS	Client	AIR	20	4	3	8	4	1	0	0	0	0	0	75
574	LAMBERT & ROUX CULMONT	Client	AIR	4	2	0	0	0	2	0	0	0	0	0	82
575	DURAND CONSEIL DAMMARTIN	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	93
576	MICHEL EXPERTISE DOMMARTIN	Prospect	Jarvis	10	3	2	2	1	0	0	0	1	1	0	75
577	PETIT LEGAL DOMREMY	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	33
578	GARCIA AVOCAT FRONCLES	Prospect	Jarvis	18	4	4	5	3	0	1	1	0	0	0	75
579	LEFEBVRE & RICHARD GRAFFIGNY	Prospect	Kléos	2	1	0	1	0	0	0	0	0	0	0	92
580	CLEMENT CONSEIL LAFERME	Prospect	Clématis	23	4	4	11	3	1	0	0	0	0	0	21
581	HENRY EXPERTISE LAFERTE	Client	AIR	8	2	2	2	2	0	0	0	0	0	0	31
582	FONTAINE LEGAL LEURVILLE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
583	SIMON AVOCAT LOUZE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	59
584	DUBOIS & MOREAU MARANVILLE	Prospect	Kléos	8	2	2	1	1	0	1	1	0	0	0	75
585	BERNARD CONSEIL MATHONS	Prospect	Jarvis	21	4	4	6	4	1	0	0	0	1	1	68
586	VINCENT EXPERTISE MUSSEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	44
587	LAMBERT LEGAL NOMECOURT	Client	NEO	45	8	7	19	7	2	0	0	1	0	1	06
588	ROUX AVOCAT ORBIGNY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	13
589	DURAND & MICHEL OUTREMECOURT	Prospect	Clématis	42	7	6	18	9	1	0	0	0	0	1	75
590	PETIT CONSEIL OZIERE	Prospect	Jarvis	4	2	2	0	0	0	0	0	0	0	0	24
591	GARCIA EXPERTISE PERTHES	Prospect	AvocatOnline	18	3	3	8	3	1	0	0	0	0	0	13
592	LEFEBVRE LEGAL PISSELOUP	Client	NEO	23	5	4	9	4	1	0	0	0	0	0	43
593	RICHARD AVOCAT POULANGY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	69
594	CLEMENT & HENRY SAULXURES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
595	FONTAINE CONSEIL SEMILLY	Prospect	Kléos	25	5	4	10	5	1	0	0	0	0	0	75
596	SIMON EXPERTISE SOYERS	Client	AIR	15	3	3	5	2	1	0	0	0	1	0	75
597	DUBOIS LEGAL SUZANNECOURT	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	54
598	MOREAU AVOCAT THIVET	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	69
599	BERNARD & VINCENT VALCOURT	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	94
600	LAMBERT CONSEIL VERBIESLES	Client	NEO	5	2	1	0	2	0	0	0	0	0	0	69
601	ROUX EXPERTISE VILLIERS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	69
602	DURAND LEGAL VIOMENIL	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	13
603	MICHEL AVOCAT VOISINES	Prospect	AvocatOnline	9	3	2	2	1	0	0	0	0	1	0	88
604	PETIT & GARCIA VOILLECOMTE	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	42
605	LEFEBVRE CONSEIL HUMBERVILLE	Prospect	AvocatOnline	25	5	5	7	5	1	1	0	1	0	0	75
606	RICHARD EXPERTISE HEUILLEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	37
607	CLEMENT LEGAL MAIZERIES	Client	AIR	18	4	3	7	3	1	0	0	0	0	0	57
608	HENRY AVOCAT ROLAMPONT	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	57
609	FONTAINE & SIMON CEFFONDS	Client	AIR	7	2	2	0	0	0	1	1	0	1	0	75
610	DUBOIS CONSEIL BAUDRECOURT	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	75
611	MOREAU EXPERTISE ROCHES	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	69
612	BERNARD LEGAL BEAUCHEMIN	Client	NEO	10	3	2	2	1	0	0	1	1	0	0	42
613	VINCENT AVOCAT PUELLEMONTIER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	93
614	LAMBERT & ROUX REYNEL	Client	NEO	9	3	2	1	1	0	0	0	2	0	0	39
615	DURAND CONSEIL NOIDANT	Client	NEO	8	2	2	1	1	0	0	0	0	2	0	85
616	MICHEL EXPERTISE GILLAUMECOURT	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	75
617	PETIT LEGAL CHAMPSEVRAINE	Prospect	Clématis	2	1	1	0	0	0	0	0	0	0	0	92
618	GARCIA AVOCAT PANCEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
619	LEFEBVRE & RICHARD MERTRUD	Client	NEO	43	7	7	17	8	1	1	0	0	1	1	75
620	CLEMENT CONSEIL DINTEVILLE	Prospect	PolyOffice	10	2	2	4	2	0	0	0	0	0	0	59
621	HENRY EXPERTISE CHALVRAINES	Client	AIR	8	2	2	2	1	0	1	0	0	0	0	13
622	FONTAINE LEGAL NARCY	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	75
623	SIMON AVOCAT VIEVILLE	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	69
624	DUBOIS & MOREAU CLEFMONT	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	75
625	BERNARD CONSEIL GOURZON	Client	AIR	3	2	0	1	0	0	0	0	0	0	0	92
626	VINCENT EXPERTISE RICHEBOURG	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	13
627	LAMBERT LEGAL JUVANCOURT	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	92
628	ROUX AVOCAT VESVRES	Prospect	AvocatOnline	4	2	2	0	0	0	0	0	0	0	0	2B
629	DURAND & MICHEL LONGEAU	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
630	PETIT CONSEIL PERRANCEY	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	13
631	GARCIA EXPERTISE CHEVILLON	Client	NEO	26	5	4	10	6	1	0	0	0	0	0	45
632	LEFEBVRE LEGAL CUREL	Prospect	PolyOffice	9	3	2	2	1	0	0	0	0	1	0	85
633	RICHARD AVOCAT SAVIGNY	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	80
634	CLEMENT & HENRY CHALINDREY	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	59
635	FONTAINE CONSEIL ROMAIN	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
636	SIMON EXPERTISE MANOIS	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	75
637	DUBOIS LEGAL COUBLANC	Prospect	PolyOffice	4	2	2	0	0	0	0	0	0	0	0	57
638	MOREAU AVOCAT BIESLES	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	59
639	BERNARD & VINCENT FONTAINES	Prospect	AvocatOnline	9	3	2	1	1	0	0	0	0	2	0	64
640	LAMBERT CONSEIL EURVILLE	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
641	ROUX EXPERTISE VILLARS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
642	DURAND LEGAL ORQUEVAUX	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	02
643	MICHEL AVOCAT LANEUVILLE	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	77
644	PETIT & GARCIA HARRICOURT	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	75
645	LEFEBVRE CONSEIL VAUX	Client	NEO	17	4	4	4	3	0	1	1	0	0	0	75
646	RICHARD EXPERTISE CHASSIGNY	Client	NEO	22	4	4	10	3	1	0	0	0	0	0	69
647	CLEMENT LEGAL MANDRES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	31
648	HENRY AVOCAT MONTREUIL	Client	ADAPPS	2	1	0	1	0	0	0	0	0	0	0	31
649	FONTAINE & SIMON MENNEVILLE	Client	NEO	17	4	3	5	3	1	0	0	0	1	0	75
650	DUBOIS CONSEIL VILLOTTE	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	89
651	MOREAU EXPERTISE CHAMBRONCOURT	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	69
652	BERNARD LEGAL COURCELLES	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
653	VINCENT AVOCAT BOLOGNE	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
654	LAMBERT & ROUX FOULAIN	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	94
655	DURAND CONSEIL JAINVILLOTTE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
656	MICHEL EXPERTISE CHAMPLITTE	Prospect	PolyOffice	16	4	3	5	3	0	1	0	0	0	0	95
657	PETIT LEGAL ROSOY	Client	AIR	5	2	2	1	0	0	0	0	0	0	0	92
658	GARCIA AVOCAT PIERREFAITES	Prospect	Clématis	2	1	0	1	0	0	0	0	0	0	0	22
659	LEFEBVRE & RICHARD PAILLY	Prospect	Clématis	1	1	0	0	0	0	0	0	0	0	0	24
660	CLEMENT CONSEIL VILLEMORON	Prospect	AvocatOnline	5	2	1	2	0	0	0	0	0	0	0	13
661	HENRY EXPERTISE VAILLANT	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	92
662	FONTAINE LEGAL ROCHE	Client	NEO	6	2	2	1	0	0	0	0	0	1	0	69
663	SIMON AVOCAT MARAC	Client	ADAPPS	25	5	4	9	5	1	1	0	0	0	0	74
664	DUBOIS & MOREAU MONTUREUX	Prospect	Kami	14	3	3	4	2	1	0	1	0	0	0	42
665	BERNARD CONSEIL MEMBREY	Client	NEO	8	2	2	2	0	0	1	0	1	0	0	22
666	VINCENT EXPERTISE LARRET	Prospect	PolyOffice	10	2	2	3	2	1	0	0	0	0	0	59
667	LAMBERT LEGAL LAVONCOURT	Client	ADAPPS	7	2	1	3	1	0	0	0	0	0	0	54
668	ROUX AVOCAT AUVET	Client	NEO	7	2	2	1	0	0	0	0	2	0	0	25
669	DURAND & MICHEL BETAUCOURT	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	31
670	PETIT CONSEIL CHASSEY	Client	NEO	12	3	2	4	2	1	0	0	0	0	0	75
671	GARCIA EXPERTISE CHOYAUX	Client	AIR	20	4	3	9	3	1	0	0	0	0	0	75
672	LEFEBVRE LEGAL CINTREY	Client	NEO	17	4	3	3	5	1	1	0	0	0	0	92
673	RICHARD AVOCAT CORGIRNON	Prospect	Jarvis	5	2	1	2	0	0	0	0	0	0	0	75
674	CLEMENT & HENRY DELAIN	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
675	FONTAINE CONSEIL FRESNE	Prospect	Kami	2	1	1	0	0	0	0	0	0	0	0	06
676	SIMON EXPERTISE LEFFOND	Prospect	AvocatOnline	18	4	4	5	2	1	1	1	0	0	0	86
677	DUBOIS LEGAL MELIN	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	59
678	MOREAU AVOCAT MONTARLOT	Prospect	AvocatOnline	7	2	1	1	1	0	2	0	0	0	0	75
679	BERNARD & VINCENT OYRIERE	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	63
680	LAMBERT CONSEIL RIGNY	Client	AIR	17	3	3	8	2	1	0	0	0	0	0	93
681	ROUX EXPERTISE VELESMES	Client	NEO	12	3	2	5	2	0	0	0	0	0	0	75
682	DURAND LEGAL VERNOIS	Prospect	AvocatOnline	4	2	2	0	0	0	0	0	0	0	0	75
683	MICHEL AVOCAT MANTOCHE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	06
684	PETIT & GARCIA HUGIER	Client	NEO	37	7	6	8	12	2	0	0	1	0	1	13
685	LEFEBVRE CONSEIL BOURGUIGNON	Prospect	PolyOffice	5	2	2	1	0	0	0	0	0	0	0	31
686	RICHARD EXPERTISE CHARGEY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	79
687	CLEMENT LEGAL CONFLANS	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	33
688	HENRY AVOCAT FAVERNEY	Prospect	Kléos	6	2	2	1	0	0	0	0	1	0	0	75
689	FONTAINE & SIMON FRANCOURT	Client	AIR	6	2	2	1	0	0	0	0	1	0	0	75
690	DUBOIS CONSEIL JUSSEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	33
691	MOREAU EXPERTISE MAILLERONCOURT	Prospect	AvocatOnline	15	3	3	5	2	1	1	0	0	0	0	75
692	BERNARD LEGAL MERSUAY	Client	NEO	23	4	4	8	4	1	1	0	0	0	1	78
693	VINCENT AVOCAT PASSAVANT	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
694	LAMBERT & ROUX PURGEROT	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
695	DURAND CONSEIL RAINCOURT	Client	NEO	20	4	4	4	6	0	1	0	0	0	1	67
696	MICHEL EXPERTISE SAPONCOURT	Client	NEO	5	2	1	0	0	2	0	0	0	0	0	75
697	PETIT LEGAL SENONCOURT	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	37
698	GARCIA AVOCAT VY	Prospect	Kléos	2	1	0	1	0	0	0	0	0	0	0	85
699	LEFEBVRE & RICHARD ACHEY	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
700	CLEMENT CONSEIL ANCIER	Client	NEO	17	4	3	5	3	0	0	0	1	1	0	69
701	HENRY EXPERTISE ANGIREY	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	75
702	FONTAINE LEGAL ARBECEY	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	44
703	SIMON AVOCAT AROZ	Prospect	AvocatOnline	9	3	2	1	1	0	2	0	0	0	0	92
704	DUBOIS & MOREAU AUTHOISON	Client	NEO	14	3	2	6	2	1	0	0	0	0	0	06
705	BERNARD CONSEIL BAULAY	Client	ADAPPS	5	2	2	1	0	0	0	0	0	0	0	67
706	VINCENT EXPERTISE BOUHANS	Prospect	Jarvis	5	2	1	0	0	2	0	0	0	0	0	75
707	LAMBERT LEGAL BOULIGNEY	Client	NEO	9	3	2	3	1	0	0	0	0	0	0	34
708	ROUX AVOCAT BREUREY	Client	ADAPPS	45	7	7	22	6	2	0	0	0	0	1	75
709	DURAND & MICHEL BUCEY	Prospect	AvocatOnline	9	3	2	2	1	0	1	0	0	0	0	69
710	PETIT CONSEIL BUFFIGNECOURT	Client	ADAPPS	5	2	1	2	0	0	0	0	0	0	0	54
711	GARCIA EXPERTISE CENANS	Client	ADAPPS	13	3	3	4	2	0	0	1	0	0	0	06
712	LEFEBVRE LEGAL CHANCEY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	44
713	RICHARD AVOCAT CHANTES	Prospect	Clématis	10	3	2	3	1	0	0	0	1	0	0	33
714	CLEMENT & HENRY CHARENTENAY	Client	AIR	6	2	2	1	0	0	0	1	0	0	0	93
715	FONTAINE CONSEIL CHASSEY	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	92
716	SIMON EXPERTISE CHEMILLY	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
717	DUBOIS LEGAL CHOYE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	21
718	MOREAU AVOCAT CITEY	Client	NEO	10	3	2	2	1	0	0	0	1	1	0	25
719	BERNARD & VINCENT COGNEE	Prospect	Kléos	9	3	2	2	1	0	1	0	0	0	0	93
720	LAMBERT CONSEIL COMBEAUFONTAINE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
721	ROUX EXPERTISE CONTREGLISE	Prospect	AvocatOnline	17	4	4	5	3	0	0	0	1	0	0	92
722	DURAND LEGAL CORBENAY	Client	AIR	24	5	4	9	5	1	0	0	0	0	0	69
723	MICHEL AVOCAT CORNOT	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
724	PETIT & GARCIA CUGNEY	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	37
725	LEFEBVRE CONSEIL DAMPVALLEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	84
726	RICHARD EXPERTISE ECHENOZ	Prospect	Clématis	6	2	2	1	0	0	0	0	1	0	0	92
727	CLEMENT LEGAL ESPREL	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	13
728	HENRY AVOCAT FALLON	Client	NEO	7	2	2	2	0	0	0	1	0	0	0	93
729	FONTAINE & SIMON FILAIN	Client	AIR	28	5	4	11	5	2	0	0	0	0	1	01
730	DUBOIS CONSEIL FLEUREY	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
731	MOREAU EXPERTISE FRANCALMONT	Prospect	Jarvis	9	2	2	4	1	0	0	0	0	0	0	75
732	BERNARD LEGAL FRAHIER	Client	NEO	4	2	0	2	0	0	0	0	0	0	0	13
733	VINCENT AVOCAT FRETIGNEY	Prospect	AvocatOnline	21	4	4	4	7	1	0	0	0	1	0	34
734	LAMBERT & ROUX GEVIGNEY	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	44
735	DURAND CONSEIL GRAMMONT	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
736	MICHEL EXPERTISE GRATTERY	Prospect	AvocatOnline	22	4	4	8	3	1	0	1	0	0	1	75
737	PETIT LEGAL IGNY	Client	NEO	7	2	2	1	0	0	0	1	1	0	0	59
738	GARCIA AVOCAT JASNEY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
739	LEFEBVRE & RICHARD JONVELLE	Prospect	AvocatOnline	8	2	2	1	1	0	0	2	0	0	0	31
740	CLEMENT CONSEIL LAVONCOURT	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	92
741	HENRY EXPERTISE LIEFFRANS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
742	FONTAINE LEGAL MAGNY	Prospect	PolyOffice	48	8	8	18	11	1	0	0	1	0	1	94
743	SIMON AVOCAT MAILLEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
744	DUBOIS & MOREAU MALANS	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	92
745	BERNARD CONSEIL MALVILLERS	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	94
746	VINCENT EXPERTISE MANTOCHE	Client	NEO	5	2	3	0	0	0	0	0	0	0	0	92
747	LAMBERT LEGAL MELECEY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
748	ROUX AVOCAT MENOUX	Prospect	Clématis	8	2	2	1	1	0	2	0	0	0	0	69
749	DURAND & MICHEL MERSUAY	Prospect	PolyOffice	2	1	0	1	0	0	0	0	0	0	0	62
750	PETIT CONSEIL MOLLANS	Prospect	Kléos	24	5	5	7	4	1	0	1	1	0	0	59
751	GARCIA EXPERTISE MONTBOZON	Prospect	PolyOffice	19	4	4	3	5	0	0	1	1	1	0	83
752	LEFEBVRE LEGAL MONTCEY	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	92
753	RICHARD AVOCAT MONTIGNY	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	35
754	CLEMENT & HENRY MONTUREUX	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	43
755	FONTAINE CONSEIL NANTILLY	Prospect	AvocatOnline	23	4	4	11	3	1	0	0	0	0	0	57
756	SIMON EXPERTISE NEUVELLE	Client	ADAPPS	2	1	0	1	0	0	0	0	0	0	0	33
757	DUBOIS LEGAL OIGNEY	Prospect	Kami	3	2	1	0	0	0	0	0	0	0	0	75
758	MOREAU AVOCAT ORMOY	Client	AIR	6	2	2	0	0	0	1	0	1	0	0	21
759	BERNARD & VINCENT OUGE	Client	NEO	33	6	5	14	6	2	0	0	0	0	0	50
760	LAMBERT CONSEIL PENNESIERE	Prospect	PolyOffice	6	2	1	1	2	0	0	0	0	0	0	59
761	ROUX EXPERTISE PORT	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	92
762	DURAND LEGAL PURGEROT	Prospect	AvocatOnline	8	2	2	1	1	0	0	2	0	0	0	21
763	MICHEL AVOCAT QUERS	Prospect	Jarvis	26	5	5	10	4	1	0	1	0	0	0	75
764	PETIT & GARCIA RECOLOGNE	Client	NEO	8	3	2	2	1	0	0	0	0	0	0	75
765	LEFEBVRE CONSEIL RIGNY	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	92
766	RICHARD EXPERTISE ROCHE	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
767	CLEMENT LEGAL ROSIERE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
768	HENRY AVOCAT ROUGEMONT	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	87
769	FONTAINE & SIMON ROYE	Client	NEO	5	2	1	0	0	2	0	0	0	0	0	59
770	DUBOIS CONSEIL SAPONCOURT	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
771	MOREAU EXPERTISE SAUVIGNEY	Prospect	Kami	2	1	1	0	0	0	0	0	0	0	0	92
772	BERNARD LEGAL SCEY	Client	NEO	19	4	3	7	3	1	0	1	0	0	0	92
773	VINCENT AVOCAT SEMMADON	Prospect	Clématis	9	2	2	2	1	0	1	0	0	1	0	35
774	LAMBERT & ROUX SENONCOURT	Client	ADAPPS	7	2	2	2	1	0	0	0	0	0	0	75
775	DURAND CONSEIL SEVEUX	Client	ADAPPS	48	8	8	19	10	2	0	0	0	0	1	25
776	MICHEL EXPERTISE SOING	Client	NEO	5	2	1	2	0	0	0	0	0	0	0	94
777	PETIT LEGAL TROMAREY	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
778	GARCIA AVOCAT VADANS	Client	NEO	127	22	21	14	34	21	4	3	1	2	5	49
779	LEFEBVRE & RICHARD VAITE	Prospect	Kléos	25	5	5	9	4	0	1	0	1	0	0	38
780	CLEMENT CONSEIL VALLEROIS	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	79
781	HENRY EXPERTISE VARS	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	92
782	FONTAINE LEGAL VAUCHOUX	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	31
783	SIMON AVOCAT VELET	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	31
784	DUBOIS & MOREAU VELLEMINFROY	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	92
785	BERNARD CONSEIL VELLOREILLE	Client	ADAPPS	14	3	3	5	2	1	0	0	0	0	0	72
786	VINCENT EXPERTISE VERNOIS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
787	LAMBERT LEGAL VESOUL	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
788	ROUX AVOCAT VILLAFANS	Client	NEO	30	5	5	13	4	1	0	1	0	0	1	38
789	DURAND & MICHEL VILLARGENT	Client	NEO	14	4	3	3	2	0	0	1	1	0	0	69
790	PETIT CONSEIL VILLEFRANCON	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	60
791	GARCIA EXPERTISE VILLEMARIE	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	92
792	LEFEBVRE LEGAL VILLERS	Prospect	Clématis	10	3	2	2	3	0	0	0	0	0	0	75
793	RICHARD AVOCAT VILORY	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
794	CLEMENT & HENRY VISONCOURT	Prospect	Clématis	2	1	1	0	0	0	0	0	0	0	0	93
795	FONTAINE CONSEIL VITREY	Prospect	Kami	21	4	4	8	3	1	0	1	0	0	0	12
796	SIMON EXPERTISE VORAY	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
797	DUBOIS LEGAL VY	Client	NEO	11	3	2	3	2	0	0	0	0	1	0	84
798	MOREAU AVOCAT ABONCOURT	Client	AIR	6	2	1	1	2	0	0	0	0	0	0	92
799	BERNARD & VINCENT ACHEY	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	75
800	LAMBERT CONSEIL ADELANS	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	87
801	ROUX EXPERTISE AILLEVILLERS	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	13
802	DURAND LEGAL AILLEVANS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	59
803	MICHEL AVOCAT AILLONCOURT	Prospect	PolyOffice	2	1	0	1	0	0	0	0	0	0	0	83
804	PETIT & GARCIA AINVELLE	Prospect	AvocatOnline	8	2	2	2	0	0	1	1	0	0	0	69
805	LEFEBVRE CONSEIL AMBIEVILLE	Prospect	Clématis	2	1	1	0	0	0	0	0	0	0	0	44
806	RICHARD EXPERTISE AMONCOURT	Prospect	Clématis	22	5	4	6	3	1	1	1	0	0	1	75
807	CLEMENT LEGAL ANCHENONCOURT	Client	AIR	16	4	3	4	3	0	1	1	0	0	0	75
808	HENRY AVOCAT ANCIER	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
809	FONTAINE & SIMON ANDELARROT	Prospect	Clématis	9	3	2	3	1	0	0	0	0	0	0	49
810	DUBOIS CONSEIL ANDELARRE	Prospect	PolyOffice	50	8	8	21	8	3	1	0	0	0	1	75
811	MOREAU EXPERTISE ANDELOT	Client	AIR	4	2	2	0	0	0	0	0	0	0	0	59
812	BERNARD LEGAL ANGIREY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
813	VINCENT AVOCAT ANJEUX	Prospect	AvocatOnline	24	4	4	9	5	1	0	0	0	0	1	62
814	LAMBERT & ROUX ARBECEY	Client	NEO	21	4	4	8	4	1	0	0	0	0	0	94
815	DURAND CONSEIL ARGILLIERS	Prospect	AvocatOnline	10	3	2	3	1	0	0	0	1	0	0	06
816	MICHEL EXPERTISE AROZ	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	59
817	PETIT LEGAL ARSANS	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	75
818	GARCIA AVOCAT ATHESANS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	69
819	LEFEBVRE & RICHARD ATTRICOURT	Client	NEO	7	2	1	1	1	0	0	2	0	0	0	75
820	CLEMENT CONSEIL AUGICOURT	Prospect	PolyOffice	18	4	3	6	4	1	0	0	0	0	0	75
821	HENRY EXPERTISE AULX	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	93
822	FONTAINE LEGAL AUTET	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	94
823	SIMON AVOCAT AUTHOISON	Client	ADAPPS	5	2	2	1	0	0	0	0	0	0	0	32
824	DUBOIS & MOREAU AUTOREILLE	Prospect	Kléos	2	1	0	1	0	0	0	0	0	0	0	85
825	BERNARD CONSEIL AUXON	Client	NEO	8	2	2	2	0	0	1	0	1	0	0	75
826	VINCENT EXPERTISE AVRIGNEY	Prospect	Jarvis	2	1	0	1	0	0	0	0	0	0	0	94
